method,n,T,seed,value,true,bias,mae,mae_rel,mse,missing,mnar_c0,reward_type
ipw,512,8,348,3.9170589447021484,5.59275178391315,-1.6756928392110018,1.6756928392110018,0.2996186678677431,2.8079464913830283,0.79638671875,-2.8,sigmoid
impute,512,8,348,2.0217318534851074,5.59275178391315,-3.5710199304280428,3.5710199304280428,0.6385085675891489,12.752183343514304,0.79638671875,-2.8,sigmoid
scope,512,8,348,2.4552640228067144,5.59275178391315,-3.137487761106436,3.137487761106436,0.5609917769157977,9.843829451092676,0.79638671875,-2.8,sigmoid
naive,512,8,349,4.134011268615723,5.570728824088072,-1.4367175554723497,1.4367175554723497,0.25790477347594465,2.064157334202444,0.783935546875,-2.8,sigmoid
prox,512,8,349,5.681694030761719,5.570728824088072,0.1109652066736464,0.1109652066736464,0.019919333749262403,0.01231327709212506,0.783935546875,-2.8,sigmoid
ipw,512,8,349,4.544305324554443,5.570728824088072,-1.026423499533629,1.026423499533629,0.1842530002708675,1.0535452003948618,0.783935546875,-2.8,sigmoid
impute,512,8,349,2.613069534301758,5.570728824088072,-2.9576592897863145,2.9576592897863145,0.5309286061452619,8.747748474459286,0.783935546875,-2.8,sigmoid
scope,512,8,349,2.334717895419712,5.570728824088072,-3.2360109286683603,3.2360109286683603,0.5808954323311717,10.471766730461063,0.783935546875,-2.8,sigmoid
naive,512,8,350,4.190059185028076,5.5839462592889655,-1.3938870742608893,1.3938870742608893,0.24962401311476456,1.9429211757915819,0.78369140625,-2.8,sigmoid
prox,512,8,350,5.596884727478027,5.5839462592889655,0.012938468189061858,0.012938468189061858,0.0023170832218412834,0.00016740395907936565,0.78369140625,-2.8,sigmoid
ipw,512,8,350,-25.179943084716797,5.5839462592889655,-30.76388934400576,30.76388934400576,5.5093455265314635,946.4168875702312,0.78369140625,-2.8,sigmoid
impute,512,8,350,2.3918659687042236,5.5839462592889655,-3.192080290584742,3.192080290584742,0.5716531181285414,10.18937658153957,0.78369140625,-2.8,sigmoid
scope,512,8,350,2.0031253196824648,5.5839462592889655,-3.5808209396065007,3.5808209396065007,0.641270666537981,12.822278601524383,0.78369140625,-2.8,sigmoid
naive,512,8,351,3.91679048538208,5.593763521052892,-1.6769730356708124,1.6769730356708124,0.29979333759092525,2.81223856236698,0.7861328125,-2.8,sigmoid
prox,512,8,351,5.436610221862793,5.593763521052892,-0.15715329919009946,0.15715329919009946,0.028094376639025153,0.024697159446332915,0.7861328125,-2.8,sigmoid
ipw,512,8,351,3.9828290939331055,5.593763521052892,-1.610934427119787,1.610934427119787,0.28798758135856395,2.5951097284797564,0.7861328125,-2.8,sigmoid
impute,512,8,351,2.242465019226074,5.593763521052892,-3.351298501826818,3.351298501826818,0.5991133678093021,11.231201648346676,0.7861328125,-2.8,sigmoid
scope,512,8,351,2.801797126265041,5.593763521052892,-2.7919663947878512,2.7919663947878512,0.49912127752270985,7.795076349624671,0.7861328125,-2.8,sigmoid
naive,512,8,352,4.15955924987793,5.585353458013329,-1.4257942081353994,1.4257942081353994,0.2552737653674911,2.0328891239524505,0.7685546875,-2.8,sigmoid
prox,512,8,352,5.446569442749023,5.585353458013329,-0.13878401526430562,0.13878401526430562,0.024847848270943648,0.019261002892883013,0.7685546875,-2.8,sigmoid
ipw,512,8,352,4.221121311187744,5.585353458013329,-1.364232146825585,1.364232146825585,0.24425171246204938,1.8611293504323443,0.7685546875,-2.8,sigmoid
impute,512,8,352,2.2817797660827637,5.585353458013329,-3.3035736919305654,3.3035736919305654,0.5914708382852503,10.913599138015746,0.7685546875,-2.8,sigmoid
scope,512,8,352,2.3186358964491696,5.585353458013329,-3.2667175615641595,3.2667175615641595,0.5848721278108885,10.671443627031689,0.7685546875,-2.8,sigmoid
naive,512,8,353,3.919482946395874,5.579491162675261,-1.6600082162793868,1.6600082162793868,0.2975196425409238,2.7556272781150715,0.7958984375,-2.8,sigmoid
prox,512,8,353,5.619565963745117,5.579491162675261,0.04007480106985639,0.04007480106985639,0.007182518961216757,0.001605989680788563,0.7958984375,-2.8,sigmoid
ipw,512,8,353,4.199308395385742,5.579491162675261,-1.3801827672895186,1.3801827672895186,0.24736713923349007,1.9049044711229535,0.7958984375,-2.8,sigmoid
impute,512,8,353,3.047008991241455,5.579491162675261,-2.5324821714338057,2.5324821714338057,0.4538912416198771,6.413465948630083,0.7958984375,-2.8,sigmoid
scope,512,8,353,2.571871786949273,5.579491162675261,-3.0076193757259877,3.0076193757259877,0.5390490437274733,9.04577430924238,0.7958984375,-2.8,sigmoid
naive,512,8,354,3.8329155445098877,5.57036330399828,-1.7374477594883926,1.7374477594883926,0.3119092354786432,3.0187247169512355,0.78564453125,-2.8,sigmoid
prox,512,8,354,5.469664573669434,5.57036330399828,-0.10069873032884669,0.10069873032884669,0.01807758755278447,0.010140234289841787,0.78564453125,-2.8,sigmoid
ipw,512,8,354,3.897261619567871,5.57036330399828,-1.6731016844304092,1.6731016844304092,0.30035773128648446,2.7992692464438726,0.78564453125,-2.8,sigmoid
impute,512,8,354,2.571542739868164,5.57036330399828,-2.998820564130116,2.998820564130116,0.5383527788892388,8.99292477584967,0.78564453125,-2.8,sigmoid
scope,512,8,354,2.660336974720663,5.57036330399828,-2.9100263292776174,2.9100263292776174,0.5224123042726615,8.468253237088964,0.78564453125,-2.8,sigmoid
naive,512,8,355,4.338065147399902,5.586833866692402,-1.2487687192924994,1.2487687192924994,0.22351993080327867,1.5594233142834293,0.775390625,-2.8,sigmoid
prox,512,8,355,5.676517009735107,5.586833866692402,0.08968314304270564,0.08968314304270564,0.016052588135362103,0.0080430661460184,0.775390625,-2.8,sigmoid
ipw,512,8,355,4.424954891204834,5.586833866692402,-1.1618789754875678,1.1618789754875678,0.20796733950054616,1.3499627536800403,0.775390625,-2.8,sigmoid
impute,512,8,355,2.5574684143066406,5.586833866692402,-3.029365452385761,3.029365452385761,0.5422329578200344,9.177055044108387,0.775390625,-2.8,sigmoid
scope,512,8,355,2.8550826412798305,5.586833866692402,-2.7317512254125713,2.7317512254125713,0.488962315793697,7.462464757543085,0.775390625,-2.8,sigmoid
naive,512,8,356,4.164581298828125,5.59707013500686,-1.4324888361787353,1.4324888361787353,0.25593548081865863,2.0520242657767076,0.79345703125,-2.8,sigmoid
prox,512,8,356,5.427824974060059,5.59707013500686,-0.16924516094680175,0.16924516094680175,0.030238170482849294,0.02864392450390883,0.79345703125,-2.8,sigmoid
ipw,512,8,356,3.9174270629882812,5.59707013500686,-1.679643072018579,1.679643072018579,0.3000932687109379,2.8212008493800096,0.79345703125,-2.8,sigmoid
impute,512,8,356,2.1086692810058594,5.59707013500686,-3.488400854001001,3.488400854001001,0.6232548047205639,12.168940518194914,0.79345703125,-2.8,sigmoid
scope,512,8,356,2.9990975740584394,5.59707013500686,-2.597972560948421,2.597972560948421,0.46416651896130595,6.749461427440897,0.79345703125,-2.8,sigmoid
naive,512,8,357,4.038515567779541,5.577624800295873,-1.5391092325163322,1.5391092325163322,0.27594348627298987,2.368857229617013,0.78759765625,-2.8,sigmoid
prox,512,8,357,5.508747577667236,5.577624800295873,-0.06887722262863694,0.06887722262863694,0.012348844731360066,0.004744071797034816,0.78759765625,-2.8,sigmoid
ipw,512,8,357,3.3783693313598633,5.577624800295873,-2.19925546893601,2.19925546893601,0.3942996432494612,4.836724617644949,0.78759765625,-2.8,sigmoid
impute,512,8,357,2.1815924644470215,5.577624800295873,-3.396032335848852,3.396032335848852,0.6088671177144623,11.533035626131008,0.78759765625,-2.8,sigmoid
scope,512,8,357,2.0827159669243316,5.577624800295873,-3.4949088333715417,3.4949088333715417,0.6265944660146644,12.21438775357843,0.78759765625,-2.8,sigmoid
naive,512,8,358,4.126450538635254,5.580842645825462,-1.4543921071902082,1.4543921071902082,0.2606043924707519,2.115256401457174,0.7744140625,-2.8,sigmoid
prox,512,8,358,5.7969136238098145,5.580842645825462,0.21607097798435237,0.21607097798435237,0.03871655083233284,0.04668666752711449,0.7744140625,-2.8,sigmoid
ipw,512,8,358,3.957360029220581,5.580842645825462,-1.623482616604881,1.623482616604881,0.2909027757339236,2.635695806418231,0.7744140625,-2.8,sigmoid
impute,512,8,358,2.008357048034668,5.580842645825462,-3.572485597790794,3.572485597790794,0.6401337261252217,12.762653346422647,0.7744140625,-2.8,sigmoid
scope,512,8,358,2.119326623680097,5.580842645825462,-3.461516022145365,3.461516022145365,0.6202497081215184,11.982093171569073,0.7744140625,-2.8,sigmoid
naive,512,8,359,4.308726787567139,5.584296113034202,-1.275569325467063,1.275569325467063,0.2284207892360472,1.6270771040724983,0.772216796875,-2.8,sigmoid
prox,512,8,359,5.698399543762207,5.584296113034202,0.11410343072800533,0.11410343072800533,0.02043291194062554,0.013019592903900711,0.772216796875,-2.8,sigmoid
ipw,512,8,359,4.130098819732666,5.584296113034202,-1.4541972933015357,1.4541972933015357,0.26040834222729,2.1146897678455128,0.772216796875,-2.8,sigmoid
impute,512,8,359,3.1704251766204834,5.584296113034202,-2.4138709364137183,2.4138709364137183,0.432260554876298,5.826772897662841,0.772216796875,-2.8,sigmoid
scope,512,8,359,2.1158840956806735,5.584296113034202,-3.468412017353528,3.468412017353528,0.6211010209967147,12.029881922122371,0.772216796875,-2.8,sigmoid
naive,512,8,360,4.124059200286865,5.594106262846472,-1.4700470625596065,1.4700470625596065,0.26278497287815133,2.1610383661401276,0.790771484375,-2.8,sigmoid
prox,512,8,360,5.574676036834717,5.594106262846472,-0.019430226011754925,0.019430226011754925,0.003473338742383518,0.0003775336828678777,0.790771484375,-2.8,sigmoid
ipw,512,8,360,4.06223201751709,5.594106262846472,-1.5318742453293819,1.5318742453293819,0.2738371731519294,2.346638703503463,0.790771484375,-2.8,sigmoid
impute,512,8,360,2.22352933883667,5.594106262846472,-3.370576924009802,3.370576924009802,0.6025228634635799,11.360788800667377,0.790771484375,-2.8,sigmoid
scope,512,8,360,2.308547495110476,5.594106262846472,-3.2855587677359956,3.2855587677359956,0.5873250548630429,10.794896416246875,0.790771484375,-2.8,sigmoid
naive,512,8,361,3.9763646125793457,5.572628156227578,-1.5962635436482326,1.5962635436482326,0.28644716620188637,2.548057300780413,0.778076171875,-2.8,sigmoid
prox,512,8,361,5.525803089141846,5.572628156227578,-0.04682506708573264,0.04682506708573264,0.00840269003655021,0.0021925869075833625,0.778076171875,-2.8,sigmoid
ipw,512,8,361,3.9438514709472656,5.572628156227578,-1.6287766852803127,1.6287766852803127,0.29228160207676984,2.6529134905127227,0.778076171875,-2.8,sigmoid
impute,512,8,361,2.3561532497406006,5.572628156227578,-3.2164749064869778,3.2164749064869778,0.5771917336512882,10.345710824060413,0.778076171875,-2.8,sigmoid
scope,512,8,361,2.6451670705434687,5.572628156227578,-2.9274610856841097,2.9274610856841097,0.525328624773319,8.570028408194785,0.778076171875,-2.8,sigmoid
naive,512,8,362,4.1754536628723145,5.571756730889415,-1.396303068017101,1.396303068017101,0.25060373872321057,1.9496622577539688,0.764892578125,-2.8,sigmoid
prox,512,8,362,5.488456726074219,5.571756730889415,-0.08330000481519662,0.08330000481519662,0.014950402330630738,0.006938890802211779,0.764892578125,-2.8,sigmoid
ipw,512,8,362,4.1234354972839355,5.571756730889415,-1.4483212336054798,1.4483212336054798,0.2599397826498942,2.097634395712499,0.764892578125,-2.8,sigmoid
impute,512,8,362,1.9993476867675781,5.571756730889415,-3.5724090441218372,3.5724090441218372,0.6411638584858992,12.762106378523498,0.764892578125,-2.8,sigmoid
scope,512,8,362,2.09702339545544,5.571756730889415,-3.4747333354339753,3.4747333354339753,0.6236333535831358,12.07377175237612,0.764892578125,-2.8,sigmoid
naive,512,8,363,4.2953410148620605,5.577326719496129,-1.2819857046340681,1.2819857046340681,0.2298566623598996,1.6434873468861082,0.78515625,-2.8,sigmoid
prox,512,8,363,5.621575832366943,5.577326719496129,0.04424911287081468,0.04424911287081468,0.007933749463903069,0.001957983989854097,0.78515625,-2.8,sigmoid
ipw,512,8,363,4.231043338775635,5.577326719496129,-1.346283380720494,1.346283380720494,0.241385066435936,1.8124789412042024,0.78515625,-2.8,sigmoid
impute,512,8,363,2.691768169403076,5.577326719496129,-2.8855585500930525,2.8855585500930525,0.5173730525784478,8.32644814601512,0.78515625,-2.8,sigmoid
scope,512,8,363,1.9313856719431621,5.577326719496129,-3.6459410475529666,3.6459410475529666,0.653707632871533,13.292886122231623,0.78515625,-2.8,sigmoid
naive,512,8,364,3.917358636856079,5.582427413226614,-1.6650687763705347,1.6650687763705347,0.29826966893030027,2.7724540300440697,0.763916015625,-2.8,sigmoid
prox,512,8,364,5.638761043548584,5.582427413226614,0.05633363032197014,0.05633363032197014,0.01009124277881288,0.0031734779052523935,0.763916015625,-2.8,sigmoid
ipw,512,8,364,3.6241838932037354,5.582427413226614,-1.9582435200228785,1.9582435200228785,0.35078709942258324,3.834717683711594,0.763916015625,-2.8,sigmoid
impute,512,8,364,2.1181654930114746,5.582427413226614,-3.4642619202151392,3.4642619202151392,0.620565510983118,12.001110651852684,0.763916015625,-2.8,sigmoid
scope,512,8,364,3.2154690916211477,5.582427413226614,-2.366958321605466,2.366958321605466,0.42400162982815687,5.602491696217365,0.763916015625,-2.8,sigmoid
naive,512,8,365,4.1596245765686035,5.577185541472973,-1.4175609649043697,1.4175609649043697,0.25417138346270296,2.0094790892206076,0.76904296875,-2.8,sigmoid
prox,512,8,365,5.603595733642578,5.577185541472973,0.02641019216960494,0.02641019216960494,0.0047353978047195875,0.0006974982504354621,0.76904296875,-2.8,sigmoid
ipw,512,8,365,4.148488521575928,5.577185541472973,-1.4286970198970455,1.4286970198970455,0.2561680993527995,2.0411751746626985,0.76904296875,-2.8,sigmoid
impute,512,8,365,1.8813245296478271,5.577185541472973,-3.695861011825146,3.695861011825146,0.6626749252543325,13.659388618729192,0.76904296875,-2.8,sigmoid
scope,512,8,365,2.6937318227401383,5.577185541472973,-2.883453718732835,2.883453718732835,0.5170087488198025,8.314305348074214,0.76904296875,-2.8,sigmoid
naive,512,8,366,4.324328899383545,5.557932451231435,-1.2336035518478905,1.2336035518478905,0.2219536783997022,1.521777723131731,0.77587890625,-2.8,sigmoid
prox,512,8,366,5.3034563064575195,5.557932451231435,-0.2544761447739159,0.2544761447739159,0.04578611687112773,0.064758108258995,0.77587890625,-2.8,sigmoid
ipw,512,8,366,4.397432327270508,5.557932451231435,-1.1605001239609276,1.1605001239609276,0.20880068877119998,1.3467605377133283,0.77587890625,-2.8,sigmoid
impute,512,8,366,2.078638792037964,5.557932451231435,-3.4792936591934716,3.4792936591934716,0.6260050278989243,12.105484366903896,0.77587890625,-2.8,sigmoid
scope,512,8,366,1.909857479663022,5.557932451231435,-3.6480749715684135,3.6480749715684135,0.6563726715966354,13.308450998183881,0.77587890625,-2.8,sigmoid
naive,512,8,367,3.8229522705078125,5.576775136257971,-1.7538228657501582,1.7538228657501582,0.3144869253105617,3.0758946444280975,0.798828125,-2.8,sigmoid
prox,512,8,367,5.494144439697266,5.576775136257971,-0.0826306965607051,0.0826306965607051,0.014816931746713835,0.006827832014107321,0.798828125,-2.8,sigmoid
ipw,512,8,367,3.7844631671905518,5.576775136257971,-1.792311969067419,1.792311969067419,0.32138860278129566,3.2123821944623288,0.798828125,-2.8,sigmoid
impute,512,8,367,1.5089370012283325,5.576775136257971,-4.067838135029638,4.067838135029638,0.7294248083596153,16.547307092801404,0.798828125,-2.8,sigmoid
scope,512,8,367,2.533065490093008,5.576775136257971,-3.0437096461649626,3.0437096461649626,0.54578310435649,9.264168410157643,0.798828125,-2.8,sigmoid
naive,512,8,368,4.309625148773193,5.58315924607296,-1.273534097299767,1.273534097299767,0.2281027714184466,1.6218890969851325,0.775146484375,-2.8,sigmoid
prox,512,8,368,5.707615375518799,5.58315924607296,0.12445612944583839,0.12445612944583839,0.022291345089857036,0.015489328156639282,0.775146484375,-2.8,sigmoid
ipw,512,8,368,4.683034420013428,5.58315924607296,-0.9001248260595327,0.9001248260595327,0.16122141360962533,0.810224702488704,0.775146484375,-2.8,sigmoid
impute,512,8,368,1.9786008596420288,5.58315924607296,-3.6045583864309316,3.6045583864309316,0.6456126769026476,12.992841161189562,0.775146484375,-2.8,sigmoid
scope,512,8,368,3.152044391140312,5.58315924607296,-2.4311148549326482,2.4311148549326482,0.43543713295346664,5.9103194378741915,0.775146484375,-2.8,sigmoid
naive,512,8,369,4.322089672088623,5.5890642537422,-1.2669745816535771,1.2669745816535771,0.22668814029204706,1.6052245905562568,0.77294921875,-2.8,sigmoid
prox,512,8,369,5.582001686096191,5.5890642537422,-0.007062567646008766,0.007062567646008766,0.0012636404459440542,4.98798617544498e-05,0.77294921875,-2.8,sigmoid
ipw,512,8,369,4.0630011558532715,5.5890642537422,-1.5260630978889287,1.5260630978889287,0.27304447195559467,2.328868578738354,0.77294921875,-2.8,sigmoid
impute,512,8,369,1.8054367303848267,5.5890642537422,-3.7836275233573735,3.7836275233573735,0.6769697665980521,14.315837235507452,0.77294921875,-2.8,sigmoid
scope,512,8,369,2.223056357060113,5.5890642537422,-3.366007896682087,3.366007896682087,0.6022489175049922,11.330009160526167,0.77294921875,-2.8,sigmoid
naive,512,8,370,4.081691741943359,5.594569563106532,-1.5128778211631726,1.5128778211631726,0.27041898471329534,2.2887993017674284,0.772216796875,-2.8,sigmoid
prox,512,8,370,5.59119176864624,5.594569563106532,-0.0033777944602917387,0.0033777944602917387,0.0006037630638408095,1.1409495415977558e-05,0.772216796875,-2.8,sigmoid
ipw,512,8,370,4.089113235473633,5.594569563106532,-1.5054563276328992,1.5054563276328992,0.26909243162524105,2.266398754409935,0.772216796875,-2.8,sigmoid
impute,512,8,370,1.6211521625518799,5.594569563106532,-3.973417400554652,3.973417400554652,0.7102275440022069,15.788045839030488,0.772216796875,-2.8,sigmoid
scope,512,8,370,2.352742658304475,5.594569563106532,-3.241826904802057,3.241826904802057,0.5794595756178152,10.509441680698485,0.772216796875,-2.8,sigmoid
naive,512,8,321,0.4364359378814697,3.4244501371666565,-2.9880141992851867,2.9880141992851867,0.8725529879542732,8.928228855129897,0.826416015625,-2.8,linear
prox,512,8,321,4.271448135375977,3.4244501371666565,0.8469979982093201,0.8469979982093201,0.24733839427725315,0.7174056089705954,0.826416015625,-2.8,linear
ipw,512,8,321,1.072837471961975,3.4244501371666565,-2.3516126652046814,2.3516126652046814,0.6867124855117247,5.530082127151065,0.826416015625,-2.8,linear
impute,512,8,321,3.430802345275879,3.4244501371666565,0.006352208109222435,0.006352208109222435,0.00185495710399748,4.035054786287126e-05,0.826416015625,-2.8,linear
scope,512,8,321,2.4769048556088933,3.4244501371666565,-0.9475452815577632,0.9475452815577632,0.27669997915103217,0.8978420606023807,0.826416015625,-2.8,linear
naive,512,8,322,1.4215075969696045,3.425372307700557,-2.0038647107309524,2.0038647107309524,0.5850063965969706,4.015473778912844,0.830322265625,-2.8,linear
prox,512,8,322,4.487486362457275,3.425372307700557,1.0621140547567185,1.0621140547567185,0.31007258754588135,1.1280862653117576,0.830322265625,-2.8,linear
ipw,512,8,322,0.8450422883033752,3.425372307700557,-2.5803300193971817,2.5803300193971817,0.7532991417009938,6.65810300900226,0.830322265625,-2.8,linear
impute,512,8,322,2.305047035217285,3.425372307700557,-1.1203252724832717,1.1203252724832717,0.327066716212038,1.255128716164717,0.830322265625,-2.8,linear
scope,512,8,322,2.4672657502080115,3.425372307700557,-0.9581065574925454,0.9581065574925454,0.2797087357011185,0.9179681755102161,0.830322265625,-2.8,linear
naive,512,8,323,-0.8539682030677795,3.442250403398277,-4.296218606466057,4.296218606466057,1.248084277141698,18.457494314545144,0.845703125,-2.8,linear
prox,512,8,323,4.37502908706665,3.442250403398277,0.9327786836683734,0.9327786836683734,0.27097932292999677,0.8700760727061033,0.845703125,-2.8,linear
ipw,512,8,323,-1.2201982736587524,3.442250403398277,-4.6624486770570295,4.6624486770570295,1.354476906286115,21.738427666190844,0.845703125,-2.8,linear
impute,512,8,323,4.619831085205078,3.442250403398277,1.177580681806801,1.177580681806801,0.34209617076208737,1.3866962621645704,0.845703125,-2.8,linear
scope,512,8,323,2.7553075602644763,3.442250403398277,-0.6869428431338007,0.6869428431338007,0.19956213599557815,0.47189046973274956,0.845703125,-2.8,linear
naive,512,8,324,-2.0460691452026367,3.4251733715466837,-5.471242516749321,5.471242516749321,1.597362213019514,29.934494677085443,0.8154296875,-2.8,linear
prox,512,8,324,4.235676288604736,3.4251733715466837,0.8105029170580527,0.8105029170580527,0.23663120932534257,0.6569149785596126,0.8154296875,-2.8,linear
ipw,512,8,324,0.7566717863082886,3.4251733715466837,-2.668501585238395,2.668501585238395,0.7790851135904391,7.120900710419828,0.8154296875,-2.8,linear
impute,512,8,324,4.859323978424072,3.4251733715466837,1.4341506068773886,1.4341506068773886,0.41870890939157873,2.056787963206782,0.8154296875,-2.8,linear
scope,512,8,324,2.681041666399243,3.4251733715466837,-0.7441317051474408,0.7441317051474408,0.2172537341697883,0.5537319946056377,0.8154296875,-2.8,linear
naive,512,8,325,1.3769655227661133,3.416171784902523,-2.0392062621364095,2.0392062621364095,0.5969273182187459,4.158362179536347,0.821044921875,-2.8,linear
prox,512,8,325,5.010067939758301,3.416171784902523,1.593896154855778,1.593896154855778,0.46657377181670573,2.540504952464034,0.821044921875,-2.8,linear
ipw,512,8,325,1.7488292455673218,3.416171784902523,-1.667342539335201,1.667342539335201,0.4880733886697027,2.7800311434767564,0.821044921875,-2.8,linear
impute,512,8,325,3.339998722076416,3.416171784902523,-0.07617306282610681,0.07617306282610681,0.022297784661399964,0.005802335500310015,0.821044921875,-2.8,linear
scope,512,8,325,3.0557355230856724,3.416171784902523,-0.3604362618168504,0.3604362618168504,0.10550882230506306,0.12991429883250513,0.821044921875,-2.8,linear
naive,512,8,326,-0.6389173269271851,3.3793928700716793,-4.018310196998865,4.018310196998865,1.189062755202426,16.146816839305057,0.8447265625,-2.8,linear
prox,512,8,326,4.187052249908447,3.3793928700716793,0.8076593798367679,0.8076593798367679,0.2389954086100788,0.6523136738383126,0.8447265625,-2.8,linear
ipw,512,8,326,0.49466070532798767,3.3793928700716793,-2.8847321647436917,2.8847321647436917,0.8536243862888023,8.321679662306826,0.8447265625,-2.8,linear
impute,512,8,326,3.3793206214904785,3.3793928700716793,-7.224858120080668e-05,7.224858120080668e-05,2.1379160097261565e-05,5.219857485529557e-09,0.8447265625,-2.8,linear
scope,512,8,326,2.3744492203933003,3.3793928700716793,-1.004943649678379,1.004943649678379,0.2973740219961651,1.0099117390289005,0.8447265625,-2.8,linear
naive,512,8,327,1.1114447116851807,3.3988200344091952,-2.2873753227240146,2.2873753227240146,0.6729910085167604,5.23208586700679,0.811279296875,-2.8,linear
prox,512,8,327,4.9826860427856445,3.3988200344091952,1.5838660083764493,1.5838660083764493,0.4660046699565154,2.5086315324903468,0.811279296875,-2.8,linear
ipw,512,8,327,0.015814147889614105,3.3988200344091952,-3.383005886519581,3.383005886519581,0.995347165272208,11.444728828226136,0.811279296875,-2.8,linear
impute,512,8,327,3.130908966064453,3.3988200344091952,-0.2679110683447421,0.2679110683447421,0.07882472906257072,0.07177634054162108,0.811279296875,-2.8,linear
scope,512,8,327,2.1063575697959775,3.3988200344091952,-1.2924624646132177,1.2924624646132177,0.3802679905168565,1.6704592224340729,0.811279296875,-2.8,linear
naive,512,8,328,2.5538902282714844,3.4477595162566192,-0.8938692879851349,0.8938692879851349,0.2592609153191888,0.7990023040030519,0.82568359375,-2.8,linear
prox,512,8,328,4.7815046310424805,3.4477595162566192,1.3337451147858612,1.3337451147858612,0.3868440094203454,1.7788760312151501,0.82568359375,-2.8,linear
ipw,512,8,328,2.6522977352142334,3.4477595162566192,-0.7954617810423859,0.7954617810423859,0.2307184643510325,0.6327594450991246,0.82568359375,-2.8,linear
impute,512,8,328,2.282017469406128,3.4477595162566192,-1.1657420468504913,1.1657420468504913,0.3381158231465597,1.3589545197951731,0.82568359375,-2.8,linear
scope,512,8,328,2.6806688490754755,3.4477595162566192,-0.7670906671811437,0.7670906671811437,0.22248960914014299,0.5884280916764122,0.82568359375,-2.8,linear
naive,512,8,329,-1.2877463102340698,3.4455582626000645,-4.733304572834134,4.733304572834134,1.3737409766689939,22.404172179212527,0.820068359375,-2.8,linear
prox,512,8,329,4.719013690948486,3.4455582626000645,1.2734554283484218,1.2734554283484218,0.3695933521633314,1.6216887279900625,0.820068359375,-2.8,linear
ipw,512,8,329,-4.930105209350586,3.4455582626000645,-8.37566347195065,8.37566347195065,2.430858175542869,70.15173859536843,0.820068359375,-2.8,linear
impute,512,8,329,2.114349365234375,3.4455582626000645,-1.3312088973656895,1.3312088973656895,0.38635506815117426,1.7721171284255748,0.820068359375,-2.8,linear
scope,512,8,329,2.7088204433103664,3.4455582626000645,-0.7367378192896981,0.7367378192896981,0.21382248191436642,0.5427826143717398,0.820068359375,-2.8,linear
naive,512,8,330,-5.241447448730469,3.4270363718486165,-8.668483820579086,8.668483820579086,2.529440274339172,75.14261174764138,0.837646484375,-2.8,linear
prox,512,8,330,4.3637871742248535,3.4270363718486165,0.936750802376237,0.936750802376237,0.2733413657558976,0.8775020657525238,0.837646484375,-2.8,linear
ipw,512,8,330,1.6993764638900757,3.4270363718486165,-1.7276599079585409,1.7276599079585409,0.5041265164707325,2.984808757567314,0.837646484375,-2.8,linear
impute,512,8,330,3.7269043922424316,3.4270363718486165,0.2998680203938151,0.2998680203938151,0.08750068218040531,0.08992082965490551,0.837646484375,-2.8,linear
scope,512,8,330,2.6677456983148162,3.4270363718486165,-0.7592906735338003,0.7592906735338003,0.22155897724663562,0.5765223269154122,0.837646484375,-2.8,linear
naive,512,8,331,0.7814647555351257,3.45528223638496,-2.6738174808498343,2.6738174808498343,0.7738347544214732,7.149299920898154,0.829833984375,-2.8,linear
prox,512,8,331,4.097987174987793,3.45528223638496,0.642704938602833,0.642704938602833,0.1860064951670211,0.4130696381044713,0.829833984375,-2.8,linear
ipw,512,8,331,1.0439705848693848,3.45528223638496,-2.4113116515155752,2.4113116515155752,0.6978624281755854,5.814423880734771,0.829833984375,-2.8,linear
impute,512,8,331,3.431243419647217,3.45528223638496,-0.024038816737743218,0.024038816737743218,0.006957121037641628,0.0005778647101508035,0.829833984375,-2.8,linear
scope,512,8,331,2.274260724400418,3.45528223638496,-1.1810215119845422,1.1810215119845422,0.341801749086688,1.3948118117702542,0.829833984375,-2.8,linear
naive,512,8,332,0.46482449769973755,3.415052432506972,-2.9502279348072347,2.9502279348072347,0.8638894989502365,8.703844867316961,0.830322265625,-2.8,linear
prox,512,8,332,4.3115458488464355,3.415052432506972,0.8964934163394633,0.8964934163394633,0.2625123432384176,0.8037004455400023,0.830322265625,-2.8,linear
ipw,512,8,332,1.5285831689834595,3.415052432506972,-1.8864692635235127,1.8864692635235127,0.5523983308621313,3.5587662822189445,0.830322265625,-2.8,linear
impute,512,8,332,1.827183485031128,3.415052432506972,-1.5878689474758443,1.5878689474758443,0.4649618062555479,2.5213277943580454,0.830322265625,-2.8,linear
scope,512,8,332,4.2514618520562175,3.415052432506972,0.8364094195492453,0.8364094195492453,0.24491847082278662,0.6995807171107055,0.830322265625,-2.8,linear
naive,512,8,333,1.8878116607666016,3.424606804106137,-1.5367951433395355,1.5367951433395355,0.44875082929138116,2.3617393125919834,0.82275390625,-2.8,linear
prox,512,8,333,4.7652506828308105,3.424606804106137,1.3406438787246735,1.3406438787246735,0.39147381156786476,1.797326009561937,0.82275390625,-2.8,linear
ipw,512,8,333,1.6999921798706055,3.424606804106137,-1.7246146242355316,1.7246146242355316,0.5035949301297018,2.974295602127064,0.82275390625,-2.8,linear
impute,512,8,333,4.054813385009766,3.424606804106137,0.6302065809036286,0.6302065809036286,0.18402304759425367,0.3971603346142418,0.82275390625,-2.8,linear
